customer_number,app_install_time,gender,marital_status,date_of_birth,referral_as_source_of_app_install
4732,7/10/18 21:19,MALE,NA,2000-07-02,Not_through_referral
4733,7/17/18 19:02,MALE,NA,1986-07-17,Installed_through_referral
4734,7/16/18 15:58,MALE,NA,1985-08-01,Not_through_referral
4735,7/22/18 20:56,MALE,NA,1997-07-02,Installed_through_referral
4736,6/3/18 10:50,MALE,NA,1992-05-22,Not_through_referral
4737,6/18/18 16:55,MALE,NA,2018-06-18,Not_through_referral
4738,6/22/18 21:10,MALE,NA,1978-07-17,Not_through_referral
4739,7/18/18 15:09,FEMALE,NA,1995-12-18,Installed_through_referral
4740,7/24/18 5:14,MALE,NA,1983-01-01,Not_through_referral
4741,7/27/18 10:17,FEMALE,NA,1997-04-27,Not_through_referral
4742,6/17/18 13:14,FEMALE,NA,1998-09-05,Not_through_referral
4743,6/25/18 15:00,MALE,NA,1997-09-06,Not_through_referral
4744,6/27/18 17:46,MALE,NA,1984-05-30,Not_through_referral
4745,7/14/18 15:34,MALE,NA,1993-03-30,Not_through_referral
4746,7/28/18 0:47,MALE,NA,1993-08-26,Not_through_referral
4747,8/3/18 15:58,FEMALE,NA,1997-04-19,Not_through_referral
4748,8/6/18 17:19,MALE,NA,1983-05-20,Not_through_referral
4749,6/9/18 23:36,MALE,NA,1985-07-21,Installed_through_referral
4750,6/4/18 16:19,MALE,NA,1991-09-05,Not_through_referral
4751,6/18/18 19:32,MALE,NA,1985-06-18,Not_through_referral
4752,7/1/18 9:46,MALE,NA,1958-05-29,Not_through_referral
4753,7/1/18 20:59,FEMALE,NA,1987-10-13,Not_through_referral
4754,8/4/18 18:51,MALE,NA,1997-05-26,Installed_through_referral
4755,8/6/18 14:53,FEMALE,NA,1993-12-15,Not_through_referral
4756,6/12/18 21:12,MALE,NA,1999-08-01,Not_through_referral
4757,6/9/18 13:11,FEMALE,NA,1988-03-27,Not_through_referral
4758,6/6/18 10:34,MALE,NA,1992-10-09,Not_through_referral
4759,6/20/18 11:16,MALE,NA,1993-01-17,Installed_through_referral
4760,6/26/18 15:18,MALE,NA,1999-03-11,Not_through_referral
4761,6/30/18 16:25,FEMALE,NA,1992-06-30,Not_through_referral
4762,6/24/18 23:25,MALE,NA,1982-05-13,Not_through_referral
4763,7/9/18 22:31,MALE,NA,1986-03-03,Not_through_referral
4764,6/7/18 23:10,MALE,NA,1993-01-21,Installed_through_referral
4765,6/9/18 19:47,MALE,NA,2017-09-26,Not_through_referral
4766,6/25/18 15:24,MALE,NA,1989-07-27,Installed_through_referral
4767,6/28/18 22:00,FEMALE,NA,1979-06-06,Installed_through_referral
4768,7/14/18 19:41,MALE,NA,1998-11-16,Installed_through_referral
4769,7/19/18 0:05,MALE,NA,2000-11-20,Not_through_referral
4770,7/20/18 8:37,MALE,NA,2017-12-19,Not_through_referral
4771,8/1/18 12:26,MALE,NA,2018-08-01,Not_through_referral
4772,6/10/18 19:53,MALE,NA,1968-01-16,Installed_through_referral
4773,6/19/18 16:40,FEMALE,NA,2018-06-19,Not_through_referral
4774,6/24/18 17:21,MALE,NA,2018-02-09,Installed_through_referral
4775,6/27/18 19:53,FEMALE,NA,2018-06-27,Not_through_referral
4776,7/14/18 17:39,FEMALE,NA,1995-02-15,Not_through_referral
4777,7/21/18 14:22,FEMALE,NA,2018-07-20,Not_through_referral
4778,7/22/18 23:37,MALE,NA,1972-06-15,Not_through_referral
4779,7/23/18 16:58,MALE,NA,1994-02-03,Not_through_referral
4780,8/12/18 14:25,MALE,NA,1997-11-14,Not_through_referral
4781,9/4/18 23:11,MALE,NA,1996-09-04,Installed_through_referral
4782,9/13/18 18:34,MALE,NA,1994-09-03,Not_through_referral
4783,9/24/18 15:50,MALE,NA,1988-08-11,Not_through_referral
4784,8/23/18 20:35,MALE,NA,2001-02-14,Not_through_referral
4785,8/31/18 20:44,FEMALE,NA,1990-09-02,Not_through_referral
4786,8/31/18 18:15,MALE,NA,1987-10-26,Not_through_referral
4787,8/24/18 12:04,MALE,NA,1996-09-06,Installed_through_referral
4788,9/5/18 12:19,FEMALE,NA,2018-09-01,Not_through_referral
4789,9/20/18 18:51,FEMALE,NA,1996-01-01,Not_through_referral
4790,8/15/18 14:29,MALE,NA,2018-08-15,Not_through_referral
4791,8/26/18 17:15,FEMALE,NA,1999-08-23,Not_through_referral
4792,9/6/18 1:30,FEMALE,NA,1988-08-17,Installed_through_referral
4793,9/15/18 18:55,MALE,NA,1995-11-27,Not_through_referral
4794,9/9/18 22:49,FEMALE,NA,2018-09-14,Not_through_referral
4795,9/5/18 2:29,MALE,NA,1990-06-11,Installed_through_referral
4796,9/14/18 18:29,FEMALE,NA,1995-06-14,Not_through_referral
4797,9/24/18 0:34,FEMALE,NA,1999-03-16,Not_through_referral
4798,8/21/18 14:30,FEMALE,NA,1987-02-04,Installed_through_referral
4799,8/29/18 2:11,MALE,NA,2018-08-29,Installed_through_referral
4800,9/19/18 18:23,MALE,NA,1978-08-12,Not_through_referral
4801,9/10/18 14:36,FEMALE,NA,1992-08-08,Not_through_referral
4802,9/26/18 2:54,FEMALE,NA,1995-09-25,Not_through_referral
4803,9/16/18 14:51,MALE,NA,1995-08-09,Not_through_referral
4804,9/19/18 19:54,MALE,NA,1999-09-03,Not_through_referral
4805,9/22/18 20:50,FEMALE,NA,2004-09-24,Not_through_referral
4806,6/9/18 10:55,MALE,NA,2018-05-17,Not_through_referral
4807,6/17/18 0:07,MALE,NA,1983-10-08,Not_through_referral
4808,6/30/18 17:21,MALE,NA,2018-06-30,Installed_through_referral
4809,6/22/18 20:29,MALE,NA,1987-06-30,Not_through_referral
4810,7/20/18 15:47,MALE,NA,1997-07-22,Installed_through_referral
4811,8/2/18 17:29,MALE,NA,1996-03-24,Not_through_referral
4812,6/23/18 14:22,MALE,NA,2018-06-23,Installed_through_referral
4813,6/24/18 17:57,MALE,NA,2018-06-20,Not_through_referral
4814,7/9/18 15:16,FEMALE,NA,1996-05-19,Installed_through_referral
4815,7/28/18 18:07,MALE,NA,1989-07-27,Not_through_referral
4816,8/7/18 2:24,MALE,NA,1995-10-24,Not_through_referral
4817,8/12/18 14:28,MALE,NA,1994-05-11,Installed_through_referral
4818,6/1/18 13:14,MALE,NA,2018-03-13,Not_through_referral
4819,6/25/18 14:27,FEMALE,NA,1989-07-24,Installed_through_referral
4820,6/24/18 20:04,MALE,NA,2018-02-14,Installed_through_referral
4821,6/29/18 18:40,MALE,NA,2001-03-30,Not_through_referral
4822,7/20/18 18:13,FEMALE,NA,1998-07-20,Installed_through_referral
4823,8/2/18 16:39,FEMALE,NA,1993-06-05,Not_through_referral
4824,8/8/18 12:51,MALE,NA,1992-11-24,Not_through_referral
4825,6/1/18 1:08,NA,NA,1900-01-00,Not_through_referral
4826,6/10/18 16:29,MALE,NA,2018-06-01,Installed_through_referral
4827,6/9/18 21:46,MALE,NA,1994-06-08,Not_through_referral
4828,6/10/18 23:38,MALE,NA,1992-05-18,Installed_through_referral
4829,6/12/18 22:33,MALE,NA,2016-09-22,Installed_through_referral
4830,6/13/18 12:18,FEMALE,NA,2001-02-26,Installed_through_referral
4831,6/21/18 16:23,MALE,NA,1998-09-08,Not_through_referral
4832,6/24/18 17:51,MALE,NA,2018-06-24,Not_through_referral
4833,6/24/18 7:05,MALE,NA,2018-02-01,Not_through_referral
4834,7/9/18 17:46,MALE,NA,2018-07-09,Installed_through_referral
4835,7/27/18 14:31,MALE,NA,1996-07-27,Installed_through_referral
4836,7/26/18 20:05,MALE,NA,1986-09-18,Not_through_referral
4837,7/30/18 13:20,MALE,NA,1996-08-25,Not_through_referral
4838,8/2/18 15:09,MALE,NA,1996-08-02,Installed_through_referral
4839,8/11/18 14:24,MALE,NA,1998-06-10,Not_through_referral
4840,6/2/18 12:25,MALE,NA,2000-06-02,Not_through_referral
4841,6/9/18 17:26,MALE,NA,2018-06-09,Installed_through_referral
4842,6/8/18 13:48,MALE,NA,2000-03-02,Not_through_referral
4843,6/16/18 21:41,MALE,NA,2016-09-08,Not_through_referral
4844,6/15/18 9:54,FEMALE,NA,1996-04-04,Not_through_referral
4845,6/25/18 14:59,MALE,NA,2000-07-19,Installed_through_referral
4846,6/26/18 12:02,FEMALE,NA,2000-06-01,Not_through_referral
4847,7/1/18 14:32,MALE,NA,1995-08-19,Not_through_referral
4848,7/11/18 13:18,MALE,NA,1987-07-26,Not_through_referral
4849,7/22/18 21:08,MALE,NA,2017-10-11,Not_through_referral
4850,8/14/18 0:45,MALE,NA,1961-08-07,Installed_through_referral
4851,6/1/18 15:49,MALE,NA,2018-06-01,Not_through_referral
4852,6/16/18 15:58,MALE,NA,1987-05-02,Not_through_referral
4853,6/27/18 11:43,MALE,NA,1979-07-18,Not_through_referral
4854,7/13/18 21:28,MALE,NA,1995-07-13,Not_through_referral
4855,7/17/18 0:45,MALE,NA,1994-11-15,Not_through_referral
4856,7/19/18 15:56,MALE,NA,1997-09-09,Not_through_referral
4857,8/6/18 11:26,MALE,NA,1996-06-01,Not_through_referral
4858,8/14/18 10:35,MALE,NA,1982-01-03,Not_through_referral
4859,6/28/18 19:11,MALE,NA,2018-01-04,Not_through_referral
4860,7/10/18 16:48,MALE,NA,1999-05-30,Not_through_referral
4861,7/11/18 18:15,FEMALE,NA,1996-06-07,Not_through_referral
4862,7/2/18 4:35,MALE,NA,1993-01-16,Not_through_referral
4863,7/15/18 15:16,FEMALE,NA,1988-09-15,Not_through_referral
4864,7/30/18 21:28,MALE,NA,1986-09-02,Not_through_referral
4865,7/25/18 10:01,FEMALE,NA,2018-07-18,Not_through_referral
4866,8/1/18 0:23,MALE,NA,1986-07-01,Not_through_referral
4867,7/25/18 18:32,FEMALE,NA,1992-12-12,Not_through_referral
4868,8/9/18 17:54,MALE,NA,1988-08-29,Not_through_referral
4869,6/8/18 15:09,FEMALE,NA,1982-08-10,Not_through_referral
4870,6/6/18 9:14,FEMALE,NA,1997-03-06,Installed_through_referral
4871,6/15/18 17:47,FEMALE,NA,1993-03-26,Installed_through_referral
4872,6/25/18 15:07,MALE,NA,1996-06-06,Not_through_referral
4873,7/4/18 15:11,MALE,NA,2018-07-02,Not_through_referral
4874,7/13/18 0:13,FEMALE,NA,1993-01-12,Not_through_referral
4875,7/24/18 20:34,MALE,NA,2018-03-05,Not_through_referral
4876,8/3/18 1:44,MALE,NA,1989-05-17,Installed_through_referral
4877,7/6/18 12:48,FEMALE,NA,1997-10-11,Not_through_referral
4878,7/25/18 11:20,FEMALE,NA,1996-12-30,Installed_through_referral
4879,8/12/18 12:09,FEMALE,NA,2018-01-21,Not_through_referral
4880,8/13/18 5:57,MALE,NA,1991-09-28,Not_through_referral
4881,6/9/18 12:44,MALE,NA,2018-06-09,Not_through_referral
4882,6/5/18 19:45,MALE,NA,2002-11-28,Not_through_referral
4883,7/3/18 19:59,MALE,NA,1984-06-04,Not_through_referral
4884,7/5/18 22:09,FEMALE,NA,1992-07-12,Not_through_referral
4885,7/18/18 11:54,MALE,NA,1975-02-24,Installed_through_referral
4886,8/22/18 20:32,MALE,NA,1979-09-05,Installed_through_referral
4887,8/20/18 21:56,FEMALE,NA,1986-07-07,Not_through_referral
4888,8/25/18 19:53,MALE,NA,1999-08-25,Not_through_referral
4889,9/10/18 1:34,FEMALE,NA,1998-11-19,Installed_through_referral
4890,9/15/18 14:26,MALE,NA,1982-09-15,Installed_through_referral
4891,8/16/18 8:53,MALE,NA,1986-02-02,Not_through_referral
4892,8/25/18 23:59,MALE,NA,1993-05-22,Installed_through_referral
4893,9/3/18 16:17,MALE,NA,2000-03-27,Installed_through_referral
4894,9/23/18 18:21,FEMALE,NA,2008-02-14,Not_through_referral
4895,9/6/18 15:27,MALE,NA,1996-03-07,Installed_through_referral
4896,9/7/18 16:29,MALE,NA,1999-08-12,Not_through_referral
4897,8/25/18 22:15,MALE,NA,1998-05-25,Not_through_referral
4898,8/25/18 20:39,NA,NA,1900-01-00,Not_through_referral
4899,8/22/18 18:09,MALE,NA,2000-01-03,Installed_through_referral
4900,8/21/18 12:09,MALE,NA,2005-05-21,Not_through_referral
4901,9/21/18 14:57,FEMALE,NA,1995-09-04,Not_through_referral
4902,9/10/18 13:51,MALE,NA,1975-09-11,Installed_through_referral
4903,9/29/18 13:49,FEMALE,NA,1994-04-20,Installed_through_referral
4904,9/3/18 20:37,FEMALE,NA,2002-05-26,Not_through_referral
4905,9/13/18 21:47,MALE,NA,2000-01-08,Not_through_referral
4906,8/28/18 14:42,MALE,NA,1993-06-22,Installed_through_referral
4907,9/1/18 20:10,FEMALE,NA,1992-01-23,Not_through_referral
4908,8/28/18 19:50,MALE,NA,1985-07-31,Not_through_referral
4909,9/24/18 20:43,MALE,NA,2018-09-24,Installed_through_referral
4910,6/9/18 10:48,MALE,NA,1997-03-18,Installed_through_referral
4911,6/9/18 16:47,MALE,NA,2018-03-30,Not_through_referral
4912,6/25/18 14:38,MALE,NA,1994-06-27,Not_through_referral
4913,7/2/18 21:12,MALE,NA,2000-01-12,Not_through_referral
4914,7/10/18 11:20,MALE,NA,1986-06-01,Not_through_referral
4915,7/29/18 22:29,MALE,NA,1997-10-13,Not_through_referral
4916,7/30/18 20:11,MALE,NA,2018-07-30,Installed_through_referral
4917,6/10/18 13:55,MALE,NA,2018-06-10,Installed_through_referral
4918,6/4/18 23:18,FEMALE,NA,1993-04-07,Installed_through_referral
4919,6/12/18 15:15,MALE,NA,2018-06-12,Not_through_referral
4920,6/18/18 14:02,MALE,NA,1992-07-18,Installed_through_referral
4921,6/26/18 6:08,MALE,NA,1964-06-26,Not_through_referral
4922,7/12/18 14:00,MALE,NA,1988-11-14,Not_through_referral
4923,6/3/18 13:03,MALE,NA,1989-04-14,Not_through_referral
4924,6/9/18 14:07,MALE,NA,1999-07-08,Not_through_referral
4925,6/18/18 14:19,MALE,NA,1986-07-26,Installed_through_referral
4926,6/21/18 18:46,MALE,NA,2018-06-21,Not_through_referral
4927,6/29/18 12:54,FEMALE,NA,1993-07-18,Installed_through_referral
4928,6/23/18 15:56,MALE,NA,1979-12-06,Not_through_referral
4929,7/18/18 19:25,FEMALE,NA,1997-07-10,Not_through_referral
4930,7/28/18 19:41,MALE,NA,1996-12-27,Not_through_referral
4931,8/3/18 18:32,MALE,NA,2018-08-03,Not_through_referral
4932,8/8/18 15:17,FEMALE,NA,1994-09-24,Not_through_referral
4933,6/3/18 22:40,MALE,NA,1979-03-21,Not_through_referral
4934,6/30/18 19:20,MALE,NA,1984-07-15,Not_through_referral
4935,7/2/18 22:12,MALE,NA,1999-07-02,Not_through_referral
4936,7/14/18 9:14,FEMALE,NA,1998-03-04,Not_through_referral
4937,7/27/18 19:42,MALE,NA,1991-06-17,Not_through_referral
4938,8/6/18 15:11,MALE,NA,2018-08-06,Not_through_referral
4939,6/16/18 20:45,MALE,NA,2001-01-19,Installed_through_referral
4940,6/22/18 11:09,MALE,NA,2018-06-01,Not_through_referral
4941,7/1/18 10:10,MALE,NA,1994-08-07,Not_through_referral
4942,6/24/18 15:36,MALE,NA,2018-06-21,Not_through_referral
4943,6/25/18 15:38,MALE,NA,2017-11-04,Not_through_referral
4944,7/2/18 23:09,MALE,NA,1997-10-07,Not_through_referral
4945,7/11/18 17:57,MALE,NA,2007-08-12,Installed_through_referral
4946,7/3/18 17:40,MALE,NA,1995-08-21,Not_through_referral
4947,7/16/18 17:59,MALE,NA,2018-07-16,Not_through_referral
4948,6/12/18 20:31,MALE,NA,1990-03-18,Not_through_referral
4949,6/6/18 16:12,MALE,NA,2018-06-06,Installed_through_referral
4950,6/11/18 20:37,FEMALE,NA,2000-04-10,Not_through_referral
4951,6/4/18 15:56,FEMALE,NA,1982-06-07,Not_through_referral
4952,6/14/18 21:28,FEMALE,NA,2017-12-21,Not_through_referral
4953,7/2/18 2:56,MALE,NA,1975-05-09,Not_through_referral
4954,7/9/18 10:22,MALE,NA,2016-12-01,Not_through_referral
4955,7/26/18 14:36,FEMALE,NA,1997-03-22,Not_through_referral
4956,8/11/18 22:31,MALE,NA,1990-02-02,Installed_through_referral
4957,8/11/18 22:20,MALE,NA,1982-03-16,Installed_through_referral
4958,8/5/18 11:53,FEMALE,NA,1993-06-15,Installed_through_referral
4959,8/4/18 20:47,MALE,NA,1978-08-04,Not_through_referral
4960,6/16/18 18:54,MALE,NA,1994-06-09,Not_through_referral
4961,6/13/18 23:02,MALE,NA,1999-11-29,Not_through_referral
4962,7/1/18 16:57,MALE,NA,1997-01-30,Not_through_referral
4963,7/4/18 11:46,MALE,NA,1992-08-16,Not_through_referral
4964,7/22/18 12:22,MALE,NA,1983-07-22,Not_through_referral
4965,7/31/18 14:06,MALE,NA,1999-05-13,Not_through_referral
4966,8/3/18 18:26,MALE,NA,1994-05-14,Not_through_referral
4967,8/14/18 10:15,MALE,NA,2006-08-01,Installed_through_referral
4968,6/2/18 17:29,FEMALE,NA,2018-05-11,Not_through_referral
4969,6/4/18 13:20,FEMALE,NA,2018-02-20,Not_through_referral
4970,6/24/18 13:58,MALE,NA,2018-06-24,Installed_through_referral
4971,6/23/18 18:53,MALE,NA,2018-06-23,Installed_through_referral
4972,6/28/18 14:00,MALE,NA,2018-06-28,Installed_through_referral
4973,6/1/18 17:27,MALE,NA,1988-03-07,Not_through_referral
4974,6/3/18 8:55,MALE,NA,2018-06-03,Installed_through_referral
4975,6/4/18 16:57,MALE,NA,2018-06-04,Installed_through_referral
4976,6/5/18 18:45,MALE,NA,1992-11-15,Not_through_referral
4977,6/10/18 10:42,FEMALE,NA,1992-09-24,Not_through_referral
4978,7/17/18 10:12,FEMALE,NA,1986-08-01,Installed_through_referral
4979,8/3/18 16:39,MALE,NA,1993-06-04,Installed_through_referral
4980,7/31/18 2:04,MALE,NA,1993-09-06,Installed_through_referral
4981,8/8/18 20:31,MALE,NA,1996-06-11,Installed_through_referral
4982,8/10/18 9:28,MALE,NA,1989-03-21,Not_through_referral
4983,8/5/18 17:48,FEMALE,NA,1997-06-14,Installed_through_referral
4984,6/1/18 18:10,MALE,NA,2018-06-01,Not_through_referral
4985,7/14/18 11:37,MALE,NA,1996-07-13,Installed_through_referral
4986,7/21/18 18:37,MALE,NA,1994-02-01,Not_through_referral
4987,7/16/18 12:05,FEMALE,NA,1999-05-09,Installed_through_referral
4988,7/25/18 21:22,FEMALE,NA,1994-02-27,Not_through_referral
4989,8/26/18 21:11,FEMALE,NA,1991-12-01,Not_through_referral
4990,8/25/18 23:02,MALE,NA,2018-08-25,Installed_through_referral
4991,9/9/18 4:28,MALE,NA,1990-10-18,Installed_through_referral
4992,8/19/18 13:21,MALE,NA,2002-08-23,Not_through_referral
4993,8/16/18 11:51,FEMALE,NA,1987-06-30,Not_through_referral
4994,9/10/18 13:06,FEMALE,NA,1998-11-07,Not_through_referral
4995,9/9/18 13:14,FEMALE,NA,1997-06-20,Installed_through_referral
4996,8/23/18 21:13,FEMALE,NA,1992-09-01,Not_through_referral
4997,8/27/18 11:05,MALE,NA,1998-08-03,Not_through_referral
4998,9/23/18 16:40,MALE,NA,1993-10-14,Installed_through_referral
4999,8/19/18 15:48,FEMALE,NA,1998-10-17,Installed_through_referral
5000,8/29/18 10:31,MALE,NA,2018-08-29,Installed_through_referral
5001,9/16/18 19:00,MALE,NA,1997-11-06,Installed_through_referral
5002,8/18/18 21:59,FEMALE,NA,1996-03-21,Installed_through_referral
5003,8/28/18 11:34,MALE,NA,2018-08-28,Installed_through_referral
5004,8/31/18 21:32,MALE,NA,1983-08-21,Not_through_referral
5005,8/23/18 21:36,MALE,NA,1996-04-17,Not_through_referral
5006,8/25/18 18:01,FEMALE,NA,1999-10-15,Not_through_referral
5007,8/14/18 21:30,FEMALE,NA,2018-08-05,Installed_through_referral
5008,8/16/18 14:16,MALE,NA,1993-09-15,Not_through_referral
5009,8/16/18 16:59,FEMALE,NA,2018-08-02,Not_through_referral
5010,9/2/18 22:11,MALE,NA,1995-04-10,Not_through_referral
5011,9/19/18 14:18,MALE,NA,1997-01-23,Not_through_referral
5012,6/10/18 17:17,FEMALE,NA,2018-06-10,Not_through_referral
5013,6/5/18 15:57,MALE,NA,1990-07-31,Not_through_referral
5014,6/28/18 16:08,MALE,NA,2018-06-29,Not_through_referral
5015,6/25/18 15:57,MALE,NA,2018-06-25,Installed_through_referral
5016,8/11/18 13:14,MALE,NA,1992-08-03,Not_through_referral
5017,6/11/18 18:01,MALE,NA,1990-03-30,Not_through_referral
5018,6/4/18 14:13,MALE,NA,1986-07-06,Not_through_referral
5019,6/22/18 19:24,MALE,NA,1994-01-03,Not_through_referral
5020,6/28/18 20:55,MALE,NA,1999-11-18,Not_through_referral
5021,7/25/18 18:39,MALE,NA,2018-07-25,Not_through_referral
5022,8/11/18 13:44,FEMALE,NA,1994-12-22,Not_through_referral
5023,8/8/18 9:38,MALE,NA,2003-08-08,Installed_through_referral
5024,6/4/18 12:54,MALE,NA,2018-06-04,Not_through_referral
5025,6/4/18 18:59,MALE,NA,1999-03-28,Not_through_referral
5026,6/5/18 0:06,MALE,NA,1997-09-22,Not_through_referral
5027,6/23/18 20:16,MALE,NA,2000-05-24,Not_through_referral
5028,6/24/18 13:41,MALE,NA,2000-12-20,Not_through_referral
5029,7/1/18 15:30,MALE,NA,1990-01-02,Not_through_referral
5030,7/19/18 8:26,FEMALE,NA,2018-07-19,Not_through_referral
5031,8/12/18 18:35,MALE,NA,1998-05-08,Installed_through_referral
5032,6/1/18 16:35,MALE,NA,2018-01-27,Not_through_referral
5033,6/8/18 12:03,MALE,NA,1993-04-21,Not_through_referral
5034,6/13/18 17:13,MALE,NA,1989-09-09,Not_through_referral
5035,6/22/18 7:30,MALE,NA,1989-08-07,Not_through_referral
5036,6/22/18 17:22,MALE,NA,1997-01-14,Not_through_referral
5037,7/10/18 1:13,MALE,NA,1997-10-14,Not_through_referral
5038,7/4/18 7:46,FEMALE,NA,1987-04-23,Not_through_referral
5039,7/10/18 0:06,MALE,NA,1995-10-27,Installed_through_referral
5040,7/5/18 17:55,MALE,NA,1991-07-05,Not_through_referral
5041,7/16/18 22:03,FEMALE,NA,1998-07-16,Installed_through_referral
5042,7/22/18 19:39,MALE,NA,1986-11-19,Not_through_referral
5043,7/24/18 17:20,MALE,NA,1983-08-05,Not_through_referral
5044,6/8/18 12:44,MALE,NA,1995-06-10,Not_through_referral
5045,6/10/18 15:29,FEMALE,NA,1992-04-17,Not_through_referral
5046,6/17/18 18:01,MALE,NA,1993-07-20,Not_through_referral
5047,6/14/18 16:18,FEMALE,NA,1992-03-23,Not_through_referral
5048,6/17/18 13:10,MALE,NA,1979-09-03,Not_through_referral
5049,6/23/18 15:20,MALE,NA,1987-11-25,Not_through_referral
5050,6/26/18 17:56,MALE,NA,2018-04-23,Not_through_referral
5051,8/8/18 14:45,NA,NA,1900-01-00,Not_through_referral
5052,8/8/18 14:04,FEMALE,NA,1992-04-16,Not_through_referral
5053,6/10/18 1:36,MALE,NA,1995-05-03,Not_through_referral
5054,6/7/18 11:15,MALE,NA,1988-10-14,Not_through_referral
5055,6/7/18 12:03,MALE,NA,1987-02-08,Not_through_referral
5056,6/9/18 19:08,MALE,NA,1988-04-12,Not_through_referral
5057,6/10/18 13:03,MALE,NA,1992-12-16,Not_through_referral
5058,6/15/18 10:46,MALE,NA,1992-04-25,Not_through_referral
5059,6/20/18 17:56,FEMALE,NA,1981-08-26,Not_through_referral
5060,6/13/18 16:14,MALE,NA,1995-11-19,Not_through_referral
5061,6/25/18 16:02,MALE,NA,1984-10-22,Installed_through_referral
5062,6/24/18 21:33,FEMALE,NA,1989-04-19,Not_through_referral
5063,6/30/18 17:43,MALE,NA,2018-02-15,Installed_through_referral
5064,7/10/18 14:48,FEMALE,NA,1999-07-16,Installed_through_referral
5065,7/22/18 21:08,MALE,NA,1995-03-18,Not_through_referral
5066,7/27/18 11:28,MALE,NA,1993-08-02,Not_through_referral
5067,8/2/18 12:45,MALE,NA,1986-10-02,Not_through_referral
5068,7/28/18 21:23,MALE,NA,1990-08-30,Not_through_referral
5069,6/2/18 16:43,FEMALE,NA,1991-12-15,Not_through_referral
5070,6/7/18 7:27,MALE,NA,1989-08-16,Installed_through_referral
5071,6/19/18 14:42,FEMALE,NA,1991-10-24,Not_through_referral
5072,6/22/18 22:20,FEMALE,NA,2001-06-22,Installed_through_referral
5073,7/16/18 15:35,FEMALE,NA,1971-11-16,Not_through_referral
5074,7/15/18 18:13,MALE,NA,1996-09-20,Not_through_referral
5075,7/26/18 17:33,FEMALE,NA,2018-02-08,Not_through_referral
5076,7/31/18 22:51,MALE,NA,1997-02-10,Not_through_referral
5077,8/2/18 11:40,MALE,NA,1986-07-12,Not_through_referral
5078,8/4/18 15:26,MALE,NA,1995-08-14,Not_through_referral
5079,6/16/18 12:51,MALE,NA,1992-01-03,Installed_through_referral
5080,7/29/18 15:21,MALE,NA,1999-08-27,Not_through_referral
5081,7/25/18 13:32,MALE,NA,1992-03-01,Not_through_referral
5082,7/31/18 16:00,FEMALE,NA,1998-10-14,Installed_through_referral
5083,6/6/18 18:36,MALE,NA,1994-12-29,Installed_through_referral
5084,6/24/18 13:42,MALE,NA,1970-08-30,Installed_through_referral
5085,7/19/18 19:47,MALE,NA,1990-07-20,Installed_through_referral
5086,7/27/18 13:01,FEMALE,NA,2018-07-11,Not_through_referral
5087,8/9/18 9:19,FEMALE,NA,1995-10-07,Not_through_referral
5088,6/9/18 15:18,MALE,NA,2018-06-09,Installed_through_referral
5089,6/6/18 20:31,MALE,NA,1992-03-23,Not_through_referral
5090,6/20/18 23:17,FEMALE,NA,2018-02-08,Installed_through_referral
5091,6/30/18 10:43,MALE,NA,1984-06-27,Not_through_referral
5092,7/10/18 18:47,MALE,NA,1998-05-08,Not_through_referral
5093,7/5/18 12:51,MALE,NA,2018-07-05,Installed_through_referral
5094,7/15/18 10:20,MALE,NA,1988-07-01,Not_through_referral
5095,7/15/18 16:49,MALE,NA,1997-11-09,Not_through_referral
5096,7/16/18 14:14,MALE,NA,1987-06-11,Not_through_referral
5097,8/3/18 17:39,MALE,NA,2017-11-24,Not_through_referral
5098,8/5/18 9:28,MALE,NA,1998-09-30,Not_through_referral
5099,9/10/18 23:19,FEMALE,NA,1997-03-04,Not_through_referral
5100,8/15/18 11:11,FEMALE,NA,1996-07-12,Not_through_referral
5101,8/29/18 18:47,MALE,NA,1962-09-23,Not_through_referral
5102,8/29/18 9:58,MALE,NA,1987-08-29,Not_through_referral
5103,8/15/18 11:12,MALE,NA,1994-08-19,Not_through_referral
5104,9/3/18 21:49,MALE,NA,2006-12-04,Not_through_referral
5105,8/20/18 12:02,MALE,NA,2000-08-20,Installed_through_referral
5106,8/21/18 20:54,MALE,NA,1994-08-12,Installed_through_referral
5107,8/21/18 20:13,MALE,NA,1996-09-22,Installed_through_referral
5108,8/25/18 22:45,FEMALE,NA,2018-08-25,Not_through_referral
5109,9/16/18 12:22,FEMALE,NA,1960-01-04,Not_through_referral
5110,9/16/18 2:29,MALE,NA,2018-09-16,Not_through_referral
5111,8/24/18 11:37,FEMALE,NA,1996-03-02,Installed_through_referral
5112,8/20/18 17:28,FEMALE,NA,1995-02-27,Not_through_referral
5113,8/24/18 17:51,MALE,NA,1970-05-21,Not_through_referral
5114,9/20/18 18:43,MALE,NA,1993-09-21,Not_through_referral
5115,9/20/18 20:56,MALE,NA,1992-02-13,Not_through_referral
5116,8/15/18 17:34,MALE,NA,2018-08-15,Installed_through_referral
5117,8/16/18 15:01,MALE,NA,1997-12-12,Not_through_referral
5118,8/28/18 16:29,MALE,NA,1997-09-17,Not_through_referral
5119,9/12/18 13:01,MALE,NA,1979-09-12,Not_through_referral
5120,9/15/18 16:41,MALE,NA,1999-11-01,Installed_through_referral
